label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
unknown,0.0,0.0,0.0,-0.2746330496890704,-0.03300417363535598,-0.1584316899251806,-0.5917581377718399,-0.183741571258088,-0.28448950486989283,-0.8739673490403405,-0.25017780569183745,-0.41625938243895,-1.1088941758619728,-0.23846194242642205,-0.5447288781832724,-0.5161833139151569,-0.8912892449175658,-0.1504872397518503,-0.5570459693644256,-1.3215694486536174,-0.2988001981454429,-0.5901264803441507,-1.6155485421649267,-0.3661777132602731,-0.5998238818726991,-1.8670421364219054,-0.4090471026421063,-0.31888297933131515,-0.9345268873544982,-0.15802892869439122,-0.2852561659038979,-1.0268481628239627,-0.3561683876760785,-0.24948437260835007,-0.6463089177821993,-0.35053818867964526,-0.27295121147448664,-0.6004539137353511,-0.30112550188942505,-0.1100159022907046,-0.9289802756178211,-0.19239366978404357,-0.0796863788123423,-0.9834993550177628,-0.3841879246336538,-0.0805002173533356,-0.6478603996750205,-0.30148046343298146,-0.1255092557831619,-0.6122161195971618,-0.20428758244205186,0.0830173595446663,-0.8776818645121579,-0.24391656172569737,0.11113963917569185,-0.93442112388297,-0.3567565192924496,0.07805969681678138,-0.6668000217699757,-0.2930774028032211,0.02984505854426533,-0.5945573158872459,-0.21863042056303114
unknown,0.0,0.0,0.0,-0.1902473329173424,-0.14313575525932695,-0.16724198783847322,-0.40611698940183294,-0.3723106349347719,-0.29729247875259734,-0.6129955166283059,-0.5456642360195678,-0.4275634119385075,-0.8105745631599104,-0.6302215480797255,-0.5509637827605637,-0.2618869063466016,-0.9985523224045725,-0.17666881410684548,-0.21780856674949176,-1.4419131972457855,-0.32099355569831695,-0.17387376749804556,-1.7274179197002981,-0.39023046454890353,-0.12674731519281113,-1.9613538764576117,-0.4348283012001382,-0.09936398214140141,-0.9795874446932477,-0.1747433468042685,0.08199917023142812,-1.0714889650713315,-0.3811186275287034,0.02504860842391003,-0.7378405131882746,-0.3905053480295113,-0.07860864314432137,-0.6639411833534996,-0.3524217887546168,0.06748062206681713,-0.9081837831688823,-0.19650151592354684,0.22915078274695008,-0.9323196832394324,-0.3968635159832877,0.14700465100099788,-0.6465884199077737,-0.34208974723642116,0.031604757932171754,-0.600810503119417,-0.262781828333024,0.21029211001676915,-0.8002479880745678,-0.23433726357577223,0.351565559444273,-0.8313969868159483,-0.3621280538643077,0.2686411861558209,-0.6148825143745126,-0.3259905818716975,0.1581424893456667,-0.5608220965216529,-0.271012100792479
unknown,0.0,0.0,0.0,-0.2388483397940502,-0.1164083876897075,-0.16859967331861353,-0.48106472978290826,-0.35284191532614784,-0.26311861157332744,-0.6870091682268626,-0.5624573342963329,-0.3488810328660342,-0.8771734680151946,-0.6668802676007245,-0.4283318841617667,-0.3811454758122529,-0.9360452305533691,-0.14929633336242312,-0.46113778271105205,-1.360789084074196,-0.2679941932678869,-0.48698337857068363,-1.639270233529814,-0.34536795441545376,-0.5096670491951126,-1.8643641553982644,-0.39624302506733305,-0.20489511424275325,-0.9669001088402559,-0.15205976352786518,-0.1617504128234989,-1.4318171847743864,-0.336837502449706,-0.08247400538314768,-1.4016275737158141,-0.4125481135066817,-0.042402335113236704,-1.2534555167449513,-0.4164654586697331,-0.03455649706601077,-0.9019311901347735,-0.17118880347023716,0.0618754620542102,-1.13931435976934,-0.36975269536248784,0.08305325535686074,-0.8878758556596313,-0.3870466945466285,0.05605275558887505,-0.6530027212973005,-0.33825822556626023,0.12074406007800127,-0.7682681439283728,-0.202463087794088,0.2099919961818018,-0.9438995552528048,-0.34415529811960377,0.20004046149559265,-0.774832785175037,-0.34311438864983107,0.1540701364151465,-0.5992482662001034,-0.30411340305320866
unknown,0.0,0.0,0.0,-0.22208526870781323,-0.15519421388557114,-0.1748167961486037,-0.39776028935176866,-0.4188973716492945,-0.26306364260009846,-0.5625821073646058,-0.6465523265274238,-0.3429485662042887,-0.735876620952015,-0.7914696117065344,-0.4119884512765436,-0.21701578935330168,-0.9742292343386764,-0.1068043334497328,-0.21019899604835401,-1.3557790981930493,-0.2023674177115138,-0.2015113453161774,-1.5872380642647834,-0.276494208719468,-0.1883346859601528,-1.8061729743143797,-0.3327909841686153,-0.06751087060920907,-0.992466192536075,-0.1022405938095684,-0.084909516806969,-1.4185172823224623,-0.21140756736062238,-0.08221674115356103,-1.676795281422691,-0.28837933381478503,-0.06778418760033036,-1.9106047211579933,-0.3386481843378688,0.07693138859013122,-0.9030899626371633,-0.12153754061132892,0.16567573688480958,-1.1943944642988813,-0.2915845132514515,0.16490981978876915,-0.9675452961738467,-0.328168858104274,0.14605304580440345,-0.7775574620980107,-0.3140112937070575,0.22115384007492295,-0.7529164402362875,-0.15511054600487315,0.29420265850902994,-0.9391727891723044,-0.3112761893305764,0.2672869677922168,-0.7846107191913421,-0.34076180076249,0.227674627406281,-0.6358622747297771,-0.33387267812903787
unknown,0.0,0.0,0.0,-0.2203901408440791,-0.19264830542116096,-0.1472497586762263,-0.3882657015801542,-0.47932053759043214,-0.22817408585020565,-0.5516654867854164,-0.7254737443059982,-0.3063050330628403,-0.7133541821223472,-0.8857024416112687,-0.3755926013696444,-0.11842143829421793,-1.015542204258648,-0.08001491128257938,-0.06660702583306298,-1.3854601424128896,-0.15331647924009617,-0.025711830829694204,-1.5980378089077842,-0.21657518472931592,0.016138503072891646,-1.7901245354635513,-0.2713787204283253,0.038347622846969645,-0.9951600217319939,-0.09047646637863373,0.09129696505895898,-1.4214074771269947,-0.17083122175315346,0.13819094068664023,-1.6717179459673464,-0.24033294383940915,0.1886064893566029,-1.8885635048208715,-0.29564352920300113,0.16957407594662963,-0.8611612579114132,-0.12281496627970187,0.2946188807923931,-1.2118010417372134,-0.2723381902269628,0.28037580671992257,-1.0233823696095323,-0.32251898408239277,0.2475372217087453,-0.8384867420266382,-0.33103018801915907,0.2946127272364598,-0.6534458370145356,-0.16666907691550778,0.40385627062906926,-0.8171954384973121,-0.33226394254055325,0.3788262805513792,-0.6990380680164071,-0.38884247813717976,0.33319257993343515,-0.5702668837341464,-0.4063152326639637
unknown,0.0,0.0,0.0,-0.21651544522190716,-0.19099928299804664,-0.14885710525932083,-0.3293846763236038,-0.5321635968189167,-0.20512541602090928,-0.33445308722684175,-0.8750997432696445,-0.2567511206482345,-0.37534051001937757,-1.1604330844303326,-0.2934183537518297,-0.24526094052666442,-0.9734411457518007,-0.06901556710316051,-0.2721814325842515,-1.378449166069775,-0.16262596567076967,-0.2862382842161259,-1.622154214439344,-0.2261822348080454,-0.29104292715504854,-1.84448923585417,-0.2706304762487861,-0.08678187570214724,-0.9935404210168011,-0.0731186560008783,-0.14152689063177576,-1.4386762280285,-0.19025279288971508,-0.16250973644917643,-1.705976910711793,-0.27485695388450454,-0.16632094895728078,-1.9516613916949914,-0.32408903591174504,0.06284766966347664,-0.9008072154597179,-0.09876638455155409,0.11850870486048302,-1.2077592344031698,-0.2834807262800652,0.12729879833532107,-0.9678019326332953,-0.32372198923610557,0.11946017220606928,-0.7691432136991458,-0.30276058108181253,0.21213877362429467,-0.7436979456317021,-0.13497870262479647,0.25967278422118467,-0.9517636935856841,-0.2975787590763288,0.23615677551328879,-0.8129346905019602,-0.326633992774953,0.19885055018092423,-0.6707543746858577,-0.3139671683413882
unknown,0.0,0.0,0.0,-0.25514793989767137,-0.20560091445986486,-0.0642265614384055,-0.3698092734070722,-0.5455957139643155,-0.07429610240148668,-0.3846790724377805,-0.8701508434959999,-0.08552441749702354,-0.42439083762380747,-1.1467399034615684,-0.08853425400504242,-0.24938135140208026,-0.9731449127337344,0.07142991356239872,-0.28402046109782586,-1.3291656485603582,0.04386212934989408,-0.285979868920042,-1.5309922775908922,-0.006210135722296066,-0.2788348130549869,-1.7243705725161504,-0.049755741251579604,-0.10621571456712568,-0.992605112534104,0.058764892156404826,-0.14170174626032228,-1.3802518581313865,0.051091593497409375,-0.15450050249775707,-1.605528514562119,0.006761183482853025,-0.1681068108691362,-1.8120876727024537,-0.035590285526627505,0.021234872109208353,-0.9407858089529514,0.025757484467755026,-0.0004507170580762619,-1.2916458553504713,0.012004403097894632,-0.020385548236795416,-1.502293004676036,-0.012776219790945217,-0.044231362858984005,-1.684535580701641,-0.042302256576023996,0.16883906944449087,-0.8337613935290735,-0.02029891175225893,0.158267477872856,-1.1039577066394064,-0.03518413369202993,0.13876717720355652,-1.2730363370040148,-0.04117852175262592,0.10963849081724329,-1.4307292446142352,-0.05271232531988515
unknown,0.0,0.0,0.0,-0.24547016574635933,-0.18811161837229187,-0.08766801144431319,-0.37704580402791094,-0.532290282614,-0.11322907619911525,-0.4270788225110596,-0.8500529801550659,-0.13541114550667258,-0.5154438372189267,-1.0879705116065173,-0.15281121338597983,-0.22825907821665664,-0.9773247587829812,0.009214383669234728,-0.2389767553006178,-1.3347209575368606,-0.0455900893385274,-0.22862340197922434,-1.5460909285021804,-0.10984962972478315,-0.20976877174317557,-1.7438452937542248,-0.1621644804686615,-0.07463139908373358,-0.9972098532586258,-0.0016318194491095552,-0.08447970819130245,-1.3911977204241308,-0.035380172580041926,-0.08278840967570626,-1.6261366689906454,-0.08791766156991919,-0.08341178217245045,-1.8371914516149148,-0.13417671089956867,0.059089642397372036,-0.9379822496345314,-0.033048816881844835,0.05622694694288206,-1.2971492337954031,-0.07218086219927884,0.04452772879280126,-1.5169762279588068,-0.10363679129113702,0.027989679801462806,-1.7132763757571763,-0.13484773308154238,0.20273646352105218,-0.8156588218370873,-0.07813212482050903,0.2104504063272048,-1.0803488966982482,-0.11631640967411651,0.20369688590708124,-1.2523815585921254,-0.13131373686952474,0.18623332933247655,-1.4176663246389687,-0.14681740829800938
unknown,0.0,0.0,0.0,-0.243616085596372,-0.19000079580567053,-0.09098317811909595,-0.3814220663714046,-0.5329364766256829,-0.12221974273497846,-0.43905136342065565,-0.8470640812669744,-0.1496435583095989,-0.5321471590836356,-1.0839106505814318,-0.17187153692557586,-0.22762821814954082,-0.9776419656248658,-0.005805890725489609,-0.2365589761783341,-1.3404867662685385,-0.06866561816342301,-0.22324297935295073,-1.5543627746346613,-0.1359795054159078,-0.2010978838491398,-1.7519951240915628,-0.1889726219614225,-0.07575413096534497,-0.9969805634217603,-0.01706070927349327,-0.08383345218273304,-1.3950508059922673,-0.05858291738249593,-0.07812017549106269,-1.631782041236654,-0.11145961992610262,-0.07386744366835912,-1.8422082040362466,-0.15597819995391532,0.05943510208937658,-0.9371170927872033,-0.048655680408681214,0.05617044826955003,-1.3021034181400404,-0.09400407873510955,0.04799996225412804,-1.5234492156436734,-0.1248211593984108,0.03435842229530025,-1.721941800375046,-0.15371944632495352,0.2039354411907353,-0.8124396909736891,-0.09396783807775158,0.21502426079903403,-1.0808441211889603,-0.13725503079723683,0.20864558708729514,-1.2527756300019903,-0.1525778324914342,0.1899499131276981,-1.4159604064715603,-0.16659964096392152
unknown,0.0,0.0,0.0,-0.24332394260351853,-0.19796149923434053,-0.06334951977926853,-0.36402767921270107,-0.542735603956167,-0.0802988714555077,-0.3980212644583975,-0.8319939715054282,-0.10095869234822585,-0.4490913141456749,-1.0803308235556541,-0.11739034534128057,-0.2505044428692294,-0.9661116487020572,0.03956863763383522,-0.2822854278918332,-1.3130122666947872,-0.006991240998225873,-0.2934935972692213,-1.515047996493311,-0.0690097304188377,-0.2979682563249576,-1.7149906337968415,-0.12201845025049829,-0.1139397026686656,-0.9933695507583182,0.015319261796615006,-0.15580300114705853,-1.3804477357089293,-0.01764041831259667,-0.17876193602837318,-1.6131618753347112,-0.07990075810284324,-0.20214282113928805,-1.8379591194559235,-0.13403268890692566,0.013003682455920037,-0.9485000379663387,-0.027367847814282562,-0.014673790022368724,-1.3104073086319092,-0.0648257376972395,-0.03741181667901524,-1.5308971010468297,-0.10736226304392425,-0.06365747275779239,-1.7291115841731204,-0.14668509107116032,0.15544209815518858,-0.8456555155503129,-0.08165170152433733,0.13104627684953388,-1.131693693044248,-0.11958875725509566,0.10858047948520672,-1.3191496869544657,-0.14073562387476504,0.08093580696346118,-1.498199372759327,-0.16153334426932228
