label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
thumbs_up,0.0,0.0,0.0,-0.14307953368004014,-0.4829319487031577,-0.004014141939765448,-0.3959025375696134,-0.9332760078141104,-0.061164010387524684,-0.5862095013953748,-1.3183828907557233,-0.1166786208247581,-0.6785505667295578,-1.6507048840767977,-0.17410524475661132,-0.7496404512375271,-0.9061893967388313,-0.15269018016420802,-1.0900153383023115,-0.6538649581003327,-0.19627092823999076,-0.9493199636476808,-0.5423583620846342,-0.20393516005233084,-0.7932536093146466,-0.5668865118976415,-0.20199649591956237,-0.7998801369978494,-0.5726495697715507,-0.17962248377293827,-1.0730582517353537,-0.35078868504669153,-0.19993245697022297,-0.9226749761949753,-0.2737899112422014,-0.17659712017372262,-0.7600270824119433,-0.301951893225204,-0.1681249746734079,-0.8193569992932117,-0.22141600108538667,-0.19407131333786756,-1.0265048844170992,-0.0818770630920326,-0.19457687404187118,-0.8869927872295462,-0.007383720941591833,-0.13002777877266328,-0.7349981940032619,-0.024927175881435074,-0.10038253664256565,-0.8207333784279354,0.11175403129832652,-0.20782660147435933,-0.9958569222142108,0.16820557059230928,-0.20459155087152445,-0.8440244604950329,0.22846372295192993,-0.1385263304098592,-0.7060366385421845,0.22498919694106195,-0.08489112650655453
thumbs_up,0.0,0.0,0.0,-0.14321663816793326,-0.45603790232166264,0.0461786775718712,-0.395584925541297,-0.9469227389198596,-0.004649415441352384,-0.5690082605159873,-1.3364970672359766,-0.06372027797308084,-0.6203120741797671,-1.6718282354683973,-0.12396022857854928,-0.6703131987117137,-0.9882129594700019,-0.14393158061575542,-1.0641465098635918,-0.6935250521834043,-0.22653653898443057,-0.909504557972633,-0.5671734503686948,-0.24825046883479088,-0.7620129377847322,-0.6232633903597196,-0.2486516335647085,-0.7034964548557269,-0.6815359746139331,-0.20149802309814524,-1.0692539235121978,-0.3456398574103107,-0.25736191535601594,-0.8883780500216606,-0.26143970630595376,-0.2177703933749356,-0.7244044258016865,-0.3399626357790033,-0.19354407311207952,-0.7287900984738676,-0.34559221539511814,-0.24836995903831804,-1.0393852242858619,-0.08382482209412086,-0.2706557856537622,-0.8705262787965625,-0.002740956535756456,-0.18886511169089887,-0.7139788833228515,-0.07720874463108299,-0.14518963498646434,-0.7513129204123997,-0.012362984430000083,-0.2902858958315277,-0.9973900915308302,0.14834088058807496,-0.2887861204527661,-0.8287430463479099,0.20185044844778602,-0.2196709483180691,-0.6809909357386329,0.14333443956868308,-0.166205778194531
thumbs_up,0.0,0.0,0.0,-0.1274716098735726,-0.4703528064715887,-0.007785957928552211,-0.3791359018571234,-0.9443170598362368,-0.06293160629050673,-0.5623229392010596,-1.3332545654240693,-0.11519532054383114,-0.6462586387038043,-1.6609151406232903,-0.16633157206406998,-0.7259244391822446,-0.9335462511936303,-0.14714070037098279,-1.0804410744781066,-0.6982488881005958,-0.19816713624393634,-0.9463929751551143,-0.5926241063073973,-0.21255396994152956,-0.793184625616839,-0.6234050969111803,-0.21339938376446835,-0.7879407025628191,-0.5916408456351965,-0.17061816732364915,-1.0938153312034375,-0.4068047061738265,-0.21225219276781399,-0.9361187766036873,-0.31624191648456973,-0.19654216987490933,-0.7589040719720123,-0.33469978027783076,-0.18303072892901645,-0.824402951162636,-0.23820915439750215,-0.18271941391795207,-1.0698554002783545,-0.12515843332077234,-0.19626089403157926,-0.921616284078454,-0.039737642343677756,-0.13233208342616867,-0.7561330792264702,-0.05374456891992566,-0.09552751682398951,-0.8395898387367029,0.09264529113581944,-0.19463269483768242,-1.0149661302393138,0.13386866750288953,-0.19974846951704986,-0.8556742870044345,0.20380884567488972,-0.1382844469189701,-0.7133004387825979,0.19578662087996998,-0.08407124389078342
thumbs_up,0.0,0.0,0.0,-0.120539747092326,-0.44767752566561614,0.02224013087255501,-0.331387761417196,-0.8534257734634464,-0.0039612022160158,-0.534102407507592,-1.1899718071746022,-0.03333704653660072,-0.6443349656596101,-1.4760261303907223,-0.06694537543529852,-0.7740593679118826,-0.8091034648696328,-0.018708924759393463,-0.9435282524317934,-0.6419102696647431,0.006216805415134684,-0.8457106026772144,-0.5086603715263093,0.00699886727566635,-0.7313159328023202,-0.4760517655414395,0.003566804735403831,-0.8521467125018896,-0.5220896120411548,-0.03561484761919565,-0.9138872218860885,-0.349556932844719,0.026441981608243247,-0.7926827920142127,-0.2638056576307841,0.031449972065579146,-0.6650257000180412,-0.25759106075494564,0.01534291805994179,-0.8680087452451123,-0.1886465587767129,-0.03832058411978234,-0.893077490886689,-0.08865008664315384,0.025096279649083224,-0.7784162570213818,-0.035793988097086456,0.0468109289168613,-0.6459202441641493,-0.03695552773133656,0.03795967215495358,-0.8594663552937076,0.13804488343898003,-0.03950502260114353,-0.874742544580139,0.1829725743997893,0.0076547054823448086,-0.756048378895517,0.20409129365319464,0.05260361307285808,-0.651076141562946,0.18897299891184044,0.08637225189296352
thumbs_up,0.0,0.0,0.0,-0.1619536661474642,-0.4488193724936666,0.0227096405087786,-0.44876622866242705,-0.9107933455182312,-0.019482971528666078,-0.6391208596037617,-1.2859329273208702,-0.06808155424620715,-0.7132416689791217,-1.601326636629966,-0.11391467570208004,-0.7199122526303241,-0.963467332709127,-0.12079414935072093,-1.1201985376598182,-0.6576586673368781,-0.22026331039916536,-0.9716040664041549,-0.534696329710028,-0.25727221439526426,-0.8169774886217213,-0.588578259284133,-0.26508527305099805,-0.7437184355769556,-0.6465762067558475,-0.16977072020871325,-1.1148839667484765,-0.31118680231494966,-0.24670743670034523,-0.937371927590321,-0.23120533629946874,-0.2185081555628396,-0.7724602344828393,-0.30857054840389303,-0.19503677405833236,-0.7560087446475007,-0.30557853192636897,-0.2152763345888743,-1.0688833800196265,-0.03813022944588333,-0.26952489556763043,-0.8966329557289626,0.03183409384942149,-0.19018756377169183,-0.741740846577721,-0.04199395498564718,-0.13655685851465435,-0.7563411283269846,0.035843917978246646,-0.25830443472871245,-0.9984809487445272,0.20085006814266645,-0.2883702051511168,-0.8211448663703695,0.24812178771130575,-0.2249637930732911,-0.6740857448115766,0.18627232088014747,-0.16694855742502718
thumbs_up,0.0,0.0,0.0,-0.1444963041804223,-0.46671747401663854,0.026298902667854795,-0.357826047002477,-0.8950461675876277,-0.0076720620265067424,-0.5382936235749922,-1.2408089394590347,-0.04715043883445702,-0.6285846975963766,-1.533649531544613,-0.09195909903305038,-0.7208821898981375,-0.8900515519215152,-0.07585824795033884,-0.9935559518146789,-0.6595237475297193,-0.08747794950300264,-0.8639788709867087,-0.531463779751087,-0.09584851485333136,-0.7230393688904633,-0.5411230552552241,-0.10218631215283219,-0.7860896166154836,-0.6082290829960053,-0.11009312988175311,-1.0027176669381739,-0.3945125989228332,-0.0955105123390139,-0.8614408711030821,-0.2907090123955579,-0.08169088637922182,-0.7086518105266107,-0.29894148118389724,-0.08511153061078586,-0.810165885511857,-0.2894227099937173,-0.12948029660952118,-0.9801901141386102,-0.13278649954600763,-0.1064445934899252,-0.8477597534204427,-0.04266845012489682,-0.056505878971246266,-0.7027211109266811,-0.05401002505578963,-0.039476341798696156,-0.8089362851476963,0.03231215648404348,-0.146230797738832,-0.9670342407726565,0.10186854610609583,-0.13242343463700507,-0.8324204346770615,0.1629181291398571,-0.07291878930140293,-0.7024208402830258,0.1580104010079543,-0.025181046718305736
thumbs_up,0.0,0.0,0.0,0.0008117607360094858,-0.6504085113999811,-0.05431803070581478,0.16699812758405239,-1.0944846889673996,-0.09567254779556696,0.3815289423018712,-1.4191292882367943,-0.12246627395752656,0.48543152375625964,-1.7010407822699922,-0.13944161234332642,0.750763945131351,-0.8571794241049662,-0.06767584976522718,0.6595323250508263,-0.8290144916875728,-0.02828542114385189,0.5198966783309101,-0.7415672871254684,-0.017440221419103383,0.4243583975795552,-0.6884449012080219,-0.025805903953951714,0.8684648299909191,-0.4927534287205929,-0.05443250456247323,0.7506147654777438,-0.5163070574615838,0.023815540150883798,0.6220286532257917,-0.4746226316624453,0.027627408667424976,0.524073708631913,-0.41948550586781014,-0.009850743814929655,0.8768170287563745,-0.1541905539532972,-0.029878727772320195,0.7533777309186568,-0.23261180764824113,0.03252747337452832,0.6387130360137848,-0.2026450829091203,0.0569338778016319,0.5351939928887953,-0.1569618976586874,0.037296956793331906,0.8363034654179194,0.12858797408850262,-0.009896630631279999,0.7587370274292149,0.05804740905260492,0.03766209130479732,0.6487671861159482,0.06370273757468935,0.09077613532176174,0.5563316559759689,0.0883325078418579,0.11736599765424276
thumbs_up,0.0,0.0,0.0,0.055674569957771626,-0.573156303878078,-0.019353275282019147,0.2452149650474052,-0.9688510275847125,-0.03765657001250847,0.4663301225243688,-1.2522615285515273,-0.051832690647260614,0.608770600904288,-1.4935741110586591,-0.053038655070391315,0.741572876861369,-0.823942473201156,0.021393333358720637,0.7406320035383575,-0.793116918628712,0.06029960388200218,0.6051765210609432,-0.7064795592784794,0.06860830779530634,0.49953846732622587,-0.6627331685503798,0.06298884074669579,0.8554116003472791,-0.5174890134044302,0.021820059509910096,0.7878144762157494,-0.5081690402477802,0.0983800794894962,0.6512007285485332,-0.4535077248472064,0.09700870326589717,0.5406720195823155,-0.40793997410274785,0.06609854020077768,0.8803969406171087,-0.21468737299557744,0.027787300293477306,0.7978280683994305,-0.2408367689539438,0.09020514643714465,0.6769115355884358,-0.2064140738459667,0.10857226719844386,0.5603464798553115,-0.17093370278335399,0.0923463177666677,0.8613784611293669,0.059105440458202624,0.03078462271139679,0.8055545790256452,0.02381086168356987,0.07829492809372711,0.684856430738367,0.035653258810554846,0.12194038836084202,0.5817896893275893,0.053218488558656574,0.14710621640820326
thumbs_up,0.0,0.0,0.0,0.053203169226808344,-0.5708332419381914,-0.024849749209387043,0.23932291676861625,-0.9644815121473009,-0.04760114053896138,0.4607471816667276,-1.2474557970767293,-0.0642709376307764,0.6097719546544657,-1.4848734399213963,-0.06728770646260779,0.7425416142537541,-0.8195854719218507,0.0010652291861574469,0.7232782526102391,-0.7764305589445482,0.04035429280838773,0.5865377853607837,-0.6905756640415436,0.053684065498818156,0.48290839407404706,-0.6504057357996224,0.05046040559811153,0.8576671865904071,-0.5142039983017046,0.0011158748300060266,0.7755814821669738,-0.4857561323814712,0.07576645605684953,0.6367041063782197,-0.4329864650859807,0.07644461579699573,0.5271922965012522,-0.3956184151664432,0.045991511608148905,0.8818687514230675,-0.20835341872549115,0.007720287065615664,0.7839898687332275,-0.21726726570868057,0.06725804260958848,0.6600481728724165,-0.18536239073431418,0.08641112662316713,0.5453650243187165,-0.1591554938285255,0.0696330739098472,0.8592884621342701,0.07014476490041652,0.010930557023246941,0.7927626337260746,0.05396286072444958,0.05296881128440864,0.66959888997513,0.06296042302578539,0.09425804626575461,0.5668890330793479,0.06979706283201964,0.11762875324217024
thumbs_up,0.0,0.0,0.0,0.07641653476255436,-0.5492907011121793,-0.02521980251425731,0.2831376086763978,-0.9418365704044118,-0.045743224366800644,0.4991302977758142,-1.227000745180157,-0.06164445607858436,0.6388264263472274,-1.4688237918865794,-0.06389793513740157,0.7641045680760716,-0.7941588270201196,0.018343599071659798,0.7691292221476841,-0.775349418674167,0.046362447630142294,0.6266461095411553,-0.6931413932034401,0.046717581071708196,0.5211055519900326,-0.655175174236586,0.03785115132631303,0.8702197974561012,-0.4922276586416993,0.020722842072763918,0.8211249776943794,-0.4900178822185195,0.0808032843357729,0.6828809018798458,-0.44169108774165233,0.07499491482181479,0.5726093656291362,-0.4037598942778839,0.047406709825998185,0.8892562376263532,-0.19495131622878167,0.02785013449641322,0.8080509558570865,-0.21693623811579746,0.07899902518375314,0.6879393135630296,-0.18783987121088722,0.09677241262869359,0.580116392799527,-0.1590920159860008,0.08575723859735332,0.868061846098573,0.07171384589238268,0.03174272240844626,0.816034710236896,0.04811394718888534,0.0759873668101228,0.6964012215302116,0.052149011933499745,0.12130033858292291,0.6045632430346513,0.06306936154712549,0.15007394785419578
